run_role,run_id,case,variant,M,N,K,cluster_tasks,logical_waves,model_slot_utilization_pct,median_ms,tflops,nominal_peak_pct,min_round_ms,max_round_ms,round_cv_pct,rounds,calls_per_round,seed_checks_passed,seed_checks_expected,postcheck_passed,postcheck_mismatches,postcheck_evidence,seeds,source_type,per_call_samples_available,reference_scope,initial_original_throughput_ratio,initial_fenced_throughput_ratio,initial_cublas_throughput_ratio,source_results,source_results_sha256
initial,20260918T092500Z,aligned148_k16384,full_late,2048,9472,16384,148,2,100.0,0.474927999774615,1338.4242666460195,59.48552296204531,0.4741864550113678,0.48170218686262767,0.6918498197688145,5,150,3,3,True,0,saved per-variant post-timing record,"[0, 1, 2]",raw_results_json,True,same initial run,0.8238947079387946,0.816868015750818,0.8154939409029065,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/runs/20260918T092500Z/artifacts/results.json,5efd34dbcbefb9814488a09b45ed731901c5cea8b0b8bb526c684d4ee002277b
initial,20260918T092500Z,aligned148_k16384,full_early,2048,9472,16384,148,2,100.0,0.47903701225916545,1326.9437299014007,58.9752768845067,0.4729177576303482,0.48096533278624215,0.708031196131757,5,150,3,3,True,0,saved per-variant post-timing record,"[0, 1, 2]",raw_results_json,True,same initial run,0.8168276263683959,0.8098612066962931,0.8084989181833834,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/runs/20260918T092500Z/artifacts/results.json,5efd34dbcbefb9814488a09b45ed731901c5cea8b0b8bb526c684d4ee002277b
initial,20260918T092500Z,aligned148_k16384,cublas,2048,9472,16384,148,2,100.0,0.38730090618133545,1641.2436678120869,72.94416301387052,0.3856904542446136,0.3889672525723775,0.35394691359599767,5,150,3,3,True,0,saved per-variant post-timing record,"[0, 1, 2]",raw_results_json,True,same initial run,1.0103014462947288,1.0016849602173503,1.0,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/runs/20260918T092500Z/artifacts/results.json,5efd34dbcbefb9814488a09b45ed731901c5cea8b0b8bb526c684d4ee002277b
initial,20260918T092500Z,aligned592,original,8192,9472,8192,592,8,100.0,0.8559372774759928,1485.2844397253832,66.01264176557258,0.848647038936615,0.8616281580924988,0.5407582322732486,5,150,3,3,True,0,saved per-variant post-timing record,"[0, 1, 2]",raw_results_json,True,same initial run,1.0,1.0065721995724894,1.0016661670713383,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/runs/20260918T092500Z/artifacts/results.json,5efd34dbcbefb9814488a09b45ed731901c5cea8b0b8bb526c684d4ee002277b
initial,20260918T092500Z,aligned592,fenced,8192,9472,8192,592,8,100.0,0.8615626680850983,1475.586590168308,65.58162622970258,0.8548849042256673,0.8700138664245606,0.6892280809358136,5,150,3,3,True,0,saved per-variant post-timing record,"[0, 1, 2]",raw_results_json,True,same initial run,0.9934707122099331,1.0,0.9951260003969563,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/runs/20260918T092500Z/artifacts/results.json,5efd34dbcbefb9814488a09b45ed731901c5cea8b0b8bb526c684d4ee002277b
initial,20260918T092500Z,aligned592,wide,8192,9472,8192,592,8,100.0,0.8592817072073619,1479.5035306264322,65.75571247228588,0.8513828257719676,0.8757126386960348,1.0718325816543477,5,150,3,3,True,0,saved per-variant post-timing record,"[0, 1, 2]",raw_results_json,True,same initial run,0.9961078774244615,1.002654497190624,0.9977675595693268,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/runs/20260918T092500Z/artifacts/results.json,5efd34dbcbefb9814488a09b45ed731901c5cea8b0b8bb526c684d4ee002277b
initial,20260918T092500Z,aligned592,full_late,8192,9472,8192,592,8,100.0,0.9855138146877289,1289.9974619014638,57.333220528953944,0.9697395225365957,1.0004251738389334,1.1223050385710776,5,150,3,3,True,0,saved per-variant post-timing record,"[0, 1, 2]",raw_results_json,True,same initial run,0.8685188017858543,0.8742268806836504,0.8699658992142281,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/runs/20260918T092500Z/artifacts/results.json,5efd34dbcbefb9814488a09b45ed731901c5cea8b0b8bb526c684d4ee002277b
initial,20260918T092500Z,aligned592,full_early,8192,9472,8192,592,8,100.0,0.9796302954355876,1297.7450019047424,57.67755564021078,0.9581934936841329,0.9836960009733836,1.039237604335379,5,150,3,3,True,0,saved per-variant post-timing record,"[0, 1, 2]",raw_results_json,True,same initial run,0.8737350013204774,0.879477362122625,0.8751907898087533,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/runs/20260918T092500Z/artifacts/results.json,5efd34dbcbefb9814488a09b45ed731901c5cea8b0b8bb526c684d4ee002277b
initial,20260918T092500Z,aligned592,cublas,8192,9472,8192,592,8,100.0,0.8573634119828543,1482.813824158645,65.90283662927311,0.8481561573346456,0.860525229771932,0.5559750692218615,5,150,3,3,True,0,saved per-variant post-timing record,"[0, 1, 2]",raw_results_json,True,same initial run,0.9983366044235977,1.004897871828391,1.0,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/runs/20260918T092500Z/artifacts/results.json,5efd34dbcbefb9814488a09b45ed731901c5cea8b0b8bb526c684d4ee002277b
refinement,20260918T093731Z,square128,release,4096,4096,4096,128,2,86.48648648648648,0.09585557520389557,1433.8128291406308,63.72501462847248,0.09550400172670682,0.09773269499341647,0.8669274102540189,7,150,3,3,True,,CASE_COMPLETE reached after mandatory checks,"[0, 1, 2]",console_recovery,False,historical initial run,1.0131152848227334,1.0132399192701371,0.9634071623934695,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/refinement/runs/20260918T093731Z/artifacts/console_results.json,0ad082814b7d700bb498f682c2c6c50eb4a03dd4aebe7a43af41e023cd3a58c4
refinement,20260918T093731Z,square128,k128,4096,4096,4096,128,2,86.48648648648648,0.10317738508184751,1332.0647093641094,59.20287597173819,0.10239829177657764,0.10431445211172104,0.6057980341207738,7,150,3,3,True,,CASE_COMPLETE reached after mandatory checks,"[0, 1, 2]",console_recovery,False,historical initial run,0.9412212598478338,0.9413370498209622,0.8950405908574054,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/refinement/runs/20260918T093731Z/artifacts/console_results.json,0ad082814b7d700bb498f682c2c6c50eb4a03dd4aebe7a43af41e023cd3a58c4
refinement,20260918T093731Z,aligned148,release,2048,9472,4096,148,2,100.0,0.10187498524785042,1559.890188601064,69.32845282671396,0.09987541208664576,0.1041559452811877,1.5203825741274308,7,150,3,3,True,,CASE_COMPLETE reached after mandatory checks,"[0, 1, 2]",console_recovery,False,historical initial run,0.9931817118009751,0.9943313541667895,0.9722912929640781,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/refinement/runs/20260918T093731Z/artifacts/console_results.json,0ad082814b7d700bb498f682c2c6c50eb4a03dd4aebe7a43af41e023cd3a58c4
refinement,20260918T093731Z,aligned148,k128,2048,9472,4096,148,2,100.0,0.10587797189752261,1500.9145632843233,66.7073139237477,0.10514815866947175,0.10620266512036323,0.4135153069018117,7,150,3,3,True,,CASE_COMPLETE reached after mandatory checks,"[0, 1, 2]",console_recovery,False,historical initial run,0.9556319451990433,0.9567381224043547,0.9355313419036745,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/refinement/runs/20260918T093731Z/artifacts/console_results.json,0ad082814b7d700bb498f682c2c6c50eb4a03dd4aebe7a43af41e023cd3a58c4
refinement,20260918T093731Z,aligned148_k8192,release,2048,9472,8192,148,2,100.0,0.196229547560215,1619.6723880559907,71.98543946915514,0.19033066769440968,0.20522218585014343,3.1664427426612702,7,150,3,3,True,,CASE_COMPLETE reached after mandatory checks,"[0, 1, 2]",console_recovery,False,historical initial run,1.0003631088420903,0.9829206799207992,0.9865039682810948,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/refinement/runs/20260918T093731Z/artifacts/console_results.json,0ad082814b7d700bb498f682c2c6c50eb4a03dd4aebe7a43af41e023cd3a58c4
refinement,20260918T093731Z,aligned148_k8192,k128,2048,9472,8192,148,2,100.0,0.20911466638247173,1519.8722567009806,67.54987807559914,0.19925653328498205,0.2122984540462494,2.712403184404524,7,150,3,3,True,,CASE_COMPLETE reached after mandatory checks,"[0, 1, 2]",console_recovery,False,historical initial run,0.9387232547571693,0.9223555843551519,0.9257180795157377,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/refinement/runs/20260918T093731Z/artifacts/console_results.json,0ad082814b7d700bb498f682c2c6c50eb4a03dd4aebe7a43af41e023cd3a58c4
refinement,20260918T093731Z,aligned592,release,8192,9472,8192,592,8,100.0,0.8548185606797536,1487.2282588307994,66.0990337258133,0.8267566919326782,0.8896115203698476,2.3244517809311507,7,150,3,3,True,,CASE_COMPLETE reached after mandatory checks,"[0, 1, 2]",console_recovery,False,historical initial run,1.0013087184201401,1.007889519151271,1.0029770660350157,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/refinement/runs/20260918T093731Z/artifacts/console_results.json,0ad082814b7d700bb498f682c2c6c50eb4a03dd4aebe7a43af41e023cd3a58c4
refinement,20260918T093731Z,aligned592,k128,8192,9472,8192,592,8,100.0,0.8718702948093414,1458.1415689750127,64.806291954445,0.8548454407850902,0.8931505044301351,1.7928075340189027,7,150,3,3,True,,CASE_COMPLETE reached after mandatory checks,"[0, 1, 2]",console_recovery,False,historical initial run,0.9817254728963638,0.9881775686296352,0.9833611915523978,/Users/simida/csdiy/wmhpc-training-camp-x-lcpu-ai-infra-seminars/experiments/mlc_gemm_b300/tuning/refinement/runs/20260918T093731Z/artifacts/console_results.json,0ad082814b7d700bb498f682c2c6c50eb4a03dd4aebe7a43af41e023cd3a58c4
