case,M,N,K,variant,case_status,cluster_tasks,cluster_workers,model_waves,model_task_utilization_percent,gflop,median_ms,tflops,nominal_peak_percent,rounds,calls_per_round,min_round_ms,max_round_ms,round_cv_percent,seed_checks_passed,seed_checks_recorded,seed_checks_expected,post_timing_passed,fully_verified,complete_measurement,relative_original,relative_fenced,cublas_throughput_percent
aligned148_k8192,2048,9472,8192,full_late,complete,148,74,2,100.0,317.827579904,0.2446562120318413,1299.0783159130888,57.73681404058172,5,150,0.2438250669836998,0.2503001597523689,1.1289527733099403,3,3,3,True,True,True,0.8023536317094024,0.7883637153808906,79.12377362278538
aligned148_k8192,2048,9472,8192,full_early,complete,148,74,2,100.0,317.827579904,0.24648234496514002,1289.453733284428,57.309054812641236,5,150,0.24387050598859786,0.24748245239257813,0.6969038348436908,3,3,3,True,True,True,0.7964091719095592,0.7825229037630101,78.53756316280345
aligned148_k8192,2048,9472,8192,cublas,complete,148,74,2,100.0,317.827579904,0.1935812273621559,1641.8305857179082,72.97024825412926,5,150,0.1911722669005394,0.19905749301115672,1.7225434427071984,3,3,3,True,True,True,1.0140487428399745,0.9963676898669358,100.0
aligned148_k16384,2048,9472,16384,original,complete,148,74,2,100.0,635.655159808,0.3912906656662623,1624.508876861785,72.20039452719045,5,150,0.38591082632541657,0.39665216048558555,1.1154247545277576,3,3,3,True,True,True,1.0,0.9914713711348435,98.98035914602426
aligned148_k16384,2048,9472,16384,fenced,complete,148,74,2,100.0,635.655159808,0.3879534928003947,1638.4828893267622,72.82146174785609,5,150,0.38048021256923675,0.3936876791715622,1.3480022809469854,3,3,3,True,True,True,1.0086019920629625,1.0,99.83178740978754
aligned148_k16384,2048,9472,16384,wide,complete,148,74,2,100.0,635.655159808,0.3908793610334396,1626.2182739129578,72.27636772946478,5,150,0.3886267713705699,0.39385898629824323,0.5490473855520719,3,3,3,True,True,True,1.001052254669408,0.9925146515147045,99.08451169111535
aligned148_k16384,2048,9472,16384,full_late,complete,148,74,2,100.0,635.655159808,0.474927999774615,1338.4242666460195,59.48552296204531,5,150,0.4741864550113678,0.48170218686262767,0.6918498197688144,3,3,3,True,True,True,0.8238947079387946,0.816868015750818,81.54939409029065
aligned148_k16384,2048,9472,16384,full_early,complete,148,74,2,100.0,635.655159808,0.47903701225916545,1326.9437299014007,58.9752768845067,5,150,0.4729177576303482,0.48096533278624215,0.708031196131757,3,3,3,True,True,True,0.8168276263683959,0.8098612066962931,80.84989181833834
aligned148_k16384,2048,9472,16384,cublas,complete,148,74,2,100.0,635.655159808,0.38730090618133545,1641.2436678120869,72.94416301387052,5,150,0.3856904542446136,0.3889672525723775,0.35394691359599767,3,3,3,True,True,True,1.0103014462947288,1.0016849602173503,100.0
aligned592,8192,9472,8192,original,complete,592,74,8,100.0,1271.310319616,0.8559372774759928,1485.2844397253832,66.01264176557258,5,150,0.848647038936615,0.8616281580924988,0.5407582322732486,3,3,3,True,True,True,1.0,1.0065721995724894,100.16661670713383
aligned592,8192,9472,8192,fenced,complete,592,74,8,100.0,1271.310319616,0.8615626680850983,1475.586590168308,65.58162622970258,5,150,0.8548849042256673,0.8700138664245606,0.6892280809358136,3,3,3,True,True,True,0.9934707122099331,1.0,99.51260003969563
aligned592,8192,9472,8192,wide,complete,592,74,8,100.0,1271.310319616,0.8592817072073619,1479.5035306264322,65.75571247228588,5,150,0.8513828257719676,0.8757126386960348,1.0718325816543477,3,3,3,True,True,True,0.9961078774244615,1.002654497190624,99.77675595693269
aligned592,8192,9472,8192,full_late,complete,592,74,8,100.0,1271.310319616,0.9855138146877289,1289.9974619014638,57.333220528953944,5,150,0.9697395225365957,1.0004251738389334,1.1223050385710776,3,3,3,True,True,True,0.8685188017858543,0.8742268806836504,86.99658992142281
aligned592,8192,9472,8192,full_early,complete,592,74,8,100.0,1271.310319616,0.9796302954355876,1297.7450019047424,57.67755564021078,5,150,0.9581934936841329,0.9836960009733836,1.039237604335379,3,3,3,True,True,True,0.8737350013204774,0.879477362122625,87.51907898087534
aligned592,8192,9472,8192,cublas,complete,592,74,8,100.0,1271.310319616,0.8573634119828543,1482.813824158645,65.90283662927311,5,150,0.8481561573346456,0.860525229771932,0.5559750692218615,3,3,3,True,True,True,0.9983366044235977,1.004897871828391,100.0
